"grammar_pattern","japanese_sentence","hiragana_reading","korean_translation","question_type","difficulty","file_source"
"ので","忙しいので、手伝えません。","いそがしいので、てつだえません。","바빠서, 도와줄 수 없습니다.","meaning_comprehension","1","05_ので.md"
"ので","電話が鳴ったので、出ました。","でんわがなったので、でました。","전화가 울렸기 때문에, 받았습니다.","sentence_completion","1","05_ので.md"
"ので","電話が鳴ったので、出ました。","でんわがなったので、でました。","전화가 울렸기 때문에, 받았습니다.","meaning_comprehension","1","05_ので.md"
"ので","病気なので、会社を休みます。","びょうきなので、かいしゃをやすみます。","아파서, 회사를 쉽니다.","sentence_completion","1","05_ので.md"
"ので","病気なので、会社を休みます。","びょうきなので、かいしゃをやすみます。","아파서, 회사를 쉽니다.","meaning_comprehension","1","05_ので.md"
"ので","風邪を引いたので、薬を飲みます。","かぜをひいたので、くすりをのみます。","감기에 걸렸기 때문에, 약을 먹습니다.","sentence_completion","1","05_ので.md"
"ので","風邪を引いたので、薬を飲みます。","かぜをひいたので、くすりをのみます。","감기에 걸렸기 때문에, 약을 먹습니다.","meaning_comprehension","1","05_ので.md"
"ので","疲れたので、早く寝ました。","つかれたので、はやくねました。","피곤해서, 일찍 잤습니다.","sentence_completion","1","05_ので.md"
"ので","疲れたので、早く寝ました。","つかれたので、はやくねました。","피곤해서, 일찍 잤습니다.","meaning_comprehension","1","05_ので.md"
"ので","便利なので、このアプリを使います。","べんりなので、このアプリをつかいます。","편리해서, 이 앱을 사용합니다.","sentence_completion","1","05_ので.md"
"ので","便利なので、このアプリを使います。","べんりなので、このアプリをつかいます。","편리해서, 이 앱을 사용합니다.","meaning_comprehension","1","05_ので.md"
"ので","お腹が痛いので、病院に行きます。","おなかがいたいので、びょういんにいきます。","배가 아파서, 병원에 갑니다.","sentence_completion","1","05_ので.md"
"ので","お腹が痛いので、病院に行きます。","おなかがいたいので、びょういんにいきます。","배가 아파서, 병원에 갑니다.","meaning_comprehension","1","05_ので.md"
"ので","雨が降るので、傘を持って行きます。","あめがふるので、かさをもっていきます。","비가 올 것 같아서, 우산을 가져갑니다.","sentence_completion","1","05_ので.md"
"ので","雨が降るので、傘を持って行きます。","あめがふるので、かさをもっていきます。","비가 올 것 같아서, 우산을 가져갑니다.","meaning_comprehension","1","05_ので.md"
"ので","寒いので、コートを着ました。","さむいので、コートをきました。","추워서, 코트를 입었습니다.","sentence_completion","1","05_ので.md"
"ので","寒いので、コートを着ました。","さむいので、コートをきました。","추워서, 코트를 입었습니다.","meaning_comprehension","1","05_ので.md"
"ので","時間がないので、急いでください。","じかんがないので、いそいでください。","시간이 없어서, 서둘러 주세요.","sentence_completion","1","05_ので.md"
"ので","時間がないので、急いでください。","じかんがないので、いそいでください。","시간이 없어서, 서둘러 주세요.","meaning_comprehension","1","05_ので.md"
"なら","日本語を勉強するなら、この本がいいです。","にほんごをべんきょうするなら、このほんがいいです。","일본어를 공부한다면, 이 책이 좋습니다.","sentence_completion","2","06_なら.md"
"なら","日本語を勉強するなら、この本がいいです。","にほんごをべんきょうするなら、このほんがいいです。","일본어를 공부한다면, 이 책이 좋습니다.","meaning_comprehension","2","06_なら.md"
"なら","日本語を勉強するなら、この本がいいです。","にほんごをべんきょうするなら、このほんがいいです。","일본어를 공부한다면, 이 책이 좋습니다.","pattern_identification","2","06_なら.md"
"なら","お寿司なら、この店が美味しいです。","おすしなら、このみせがおいしいです。","초밥이라면, 이 가게가 맛있습니다.","sentence_completion","2","06_なら.md"
"なら","お寿司なら、この店が美味しいです。","おすしなら、このみせがおいしいです。","초밥이라면, 이 가게가 맛있습니다.","meaning_comprehension","2","06_なら.md"
"なら","お寿司なら、この店が美味しいです。","おすしなら、このみせがおいしいです。","초밥이라면, 이 가게가 맛있습니다.","pattern_identification","2","06_なら.md"
"なら","車で行くなら、２時間かかります。","くるまでいくなら、にじかんかかります。","차로 간다면, 2시간 걸립니다.","sentence_completion","2","06_なら.md"
"なら","車で行くなら、２時間かかります。","くるまでいくなら、にじかんかかります。","차로 간다면, 2시간 걸립니다.","meaning_comprehension","2","06_なら.md"
"なら","車で行くなら、２時間かかります。","くるまでいくなら、にじかんかかります。","차로 간다면, 2시간 걸립니다.","pattern_identification","2","06_なら.md"
"なら","映画を見るなら、一緒に行きましょう。","えいがをみるなら、いっしょにいきましょう。","영화를 본다면, 함께 갑시다.","sentence_completion","2","06_なら.md"
"なら","映画を見るなら、一緒に行きましょう。","えいがをみるなら、いっしょにいきましょう。","영화를 본다면, 함께 갑시다.","meaning_comprehension","2","06_なら.md"
"なら","映画を見るなら、一緒に行きましょう。","えいがをみるなら、いっしょにいきましょう。","영화를 본다면, 함께 갑시다.","pattern_identification","2","06_なら.md"
"なら","安いものなら、何でも買います。","やすいものなら、なんでもかいます。","싼 것이라면, 뭐든지 삽니다.","sentence_completion","2","06_なら.md"
"なら","安いものなら、何でも買います。","やすいものなら、なんでもかいます。","싼 것이라면, 뭐든지 삽니다.","meaning_comprehension","2","06_なら.md"
"なら","安いものなら、何でも買います。","やすいものなら、なんでもかいます。","싼 것이라면, 뭐든지 삽니다.","pattern_identification","2","06_なら.md"
"なら","忙しくないなら、手伝ってください。","いそがしくないなら、てつだってください。","바쁘지 않다면, 도와주세요.","sentence_completion","2","06_なら.md"
"なら","忙しくないなら、手伝ってください。","いそがしくないなら、てつだってください。","바쁘지 않다면, 도와주세요.","meaning_comprehension","2","06_なら.md"
"なら","忙しくないなら、手伝ってください。","いそがしくないなら、てつだってください。","바쁘지 않다면, 도와주세요.","pattern_identification","2","06_なら.md"
"なら","学生なら、割引があります。","がくせいなら、わりびきがあります。","학생이라면, 할인이 있습니다.","sentence_completion","2","06_なら.md"
"なら","学生なら、割引があります。","がくせいなら、わりびきがあります。","학생이라면, 할인이 있습니다.","meaning_comprehension","2","06_なら.md"
"なら","学生なら、割引があります。","がくせいなら、わりびきがあります。","학생이라면, 할인이 있습니다.","pattern_identification","2","06_なら.md"
"なら","田中さんなら、知っているかもしれません。","たなかさんなら、しっているかもしれません。","다나카씨라면, 알고 있을지도 모릅니다.","sentence_completion","2","06_なら.md"
"なら","田中さんなら、知っているかもしれません。","たなかさんなら、しっているかもしれません。","다나카씨라면, 알고 있을지도 모릅니다.","meaning_comprehension","2","06_なら.md"
"なら","田中さんなら、知っているかもしれません。","たなかさんなら、しっているかもしれません。","다나카씨라면, 알고 있을지도 모릅니다.","pattern_identification","2","06_なら.md"
"なら","時間があるなら、散歩しませんか。","じかんがあるなら、さんぽしませんか。","시간이 있다면, 산책하지 않겠습니까?","sentence_completion","2","06_なら.md"
"なら","時間があるなら、散歩しませんか。","じかんがあるなら、さんぽしませんか。","시간이 있다면, 산책하지 않겠습니까?","meaning_comprehension","2","06_なら.md"
"なら","時間があるなら、散歩しませんか。","じかんがあるなら、さんぽしませんか。","시간이 있다면, 산책하지 않겠습니까?","pattern_identification","2","06_なら.md"
"なら","料理が上手なら、レストランを開けますよ。","りょうりがじょうずなら、レストランをひらけますよ。","요리를 잘한다면, 레스토랑을 열 수 있어요.","sentence_completion","2","06_なら.md"
"なら","料理が上手なら、レストランを開けますよ。","りょうりがじょうずなら、レストランをひらけますよ。","요리를 잘한다면, 레스토랑을 열 수 있어요.","meaning_comprehension","2","06_なら.md"
"なら","料理が上手なら、レストランを開けますよ。","りょうりがじょうずなら、レストランをひらけますよ。","요리를 잘한다면, 레스토랑을 열 수 있어요.","pattern_identification","2","06_なら.md"
"はずだ","電車は９時に着くはずです。","でんしゃはくじにつくはずです。","전철은 9시에 도착할 예정입니다.","sentence_completion","2","07_はずだ.md"
"はずだ","電車は９時に着くはずです。","でんしゃはくじにつくはずです。","전철은 9시에 도착할 예정입니다.","meaning_comprehension","2","07_はずだ.md"
"はずだ","電車は９時に着くはずです。","でんしゃはくじにつくはずです。","전철은 9시에 도착할 예정입니다.","pattern_identification","2","07_はずだ.md"
"はずだ","彼は日本語が分かるはずです。","かれはにほんごがわかるはずです。","그는 일본어를 알 것입니다.","sentence_completion","2","07_はずだ.md"
"はずだ","彼は日本語が分かるはずです。","かれはにほんごがわかるはずです。","그는 일본어를 알 것입니다.","meaning_comprehension","2","07_はずだ.md"
"はずだ","彼は日本語が分かるはずです。","かれはにほんごがわかるはずです。","그는 일본어를 알 것입니다.","pattern_identification","2","07_はずだ.md"
"はずだ","この薬は効くはずです。","このくすりはきくはずです。","이 약은 효과가 있을 것입니다.","sentence_completion","2","07_はずだ.md"
"はずだ","この薬は効くはずです。","このくすりはきくはずです。","이 약은 효과가 있을 것입니다.","meaning_comprehension","2","07_はずだ.md"
"はずだ","この薬は効くはずです。","このくすりはきくはずです。","이 약은 효과가 있을 것입니다.","pattern_identification","2","07_はずだ.md"
"はずだ","彼女は今頃家に帰ったはずです。","かのじょはいまごろいえにかえったはずです。","그녀는 지금쯤 집에 돌아갔을 것입니다.","sentence_completion","2","07_はずだ.md"
"はずだ","彼女は今頃家に帰ったはずです。","かのじょはいまごろいえにかえったはずです。","그녀는 지금쯤 집에 돌아갔을 것입니다.","meaning_comprehension","2","07_はずだ.md"
"はずだ","彼女は今頃家に帰ったはずです。","かのじょはいまごろいえにかえったはずです。","그녀는 지금쯤 집에 돌아갔을 것입니다.","pattern_identification","2","07_はずだ.md"
"はずだ","この問題は簡単なはずです。","このもんだいはかんたんなはずです。","이 문제는 간단할 것입니다.","sentence_completion","2","07_はずだ.md"
"はずだ","この問題は簡単なはずです。","このもんだいはかんたんなはずです。","이 문제는 간단할 것입니다.","meaning_comprehension","2","07_はずだ.md"
"はずだ","この問題は簡単なはずです。","このもんだいはかんたんなはずです。","이 문제는 간단할 것입니다.","pattern_identification","2","07_はずだ.md"
"はずだ","明日は晴れるはずです。","あしたははれるはずです。","내일은 맑을 것입니다.","sentence_completion","2","07_はずだ.md"
"はずだ","明日は晴れるはずです。","あしたははれるはずです。","내일은 맑을 것입니다.","meaning_comprehension","2","07_はずだ.md"
"はずだ","明日は晴れるはずです。","あしたははれるはずです。","내일은 맑을 것입니다.","pattern_identification","2","07_はずだ.md"
"はずだ","会議は３時に始まるはずです。","かいぎはさんじにはじまるはずです。","회의는 3시에 시작될 것입니다.","sentence_completion","2","07_はずだ.md"
"はずだ","会議は３時に始まるはずです。","かいぎはさんじにはじまるはずです。","회의는 3시에 시작될 것입니다.","meaning_comprehension","2","07_はずだ.md"
"はずだ","会議は３時に始まるはずです。","かいぎはさんじにはじまるはずです。","회의는 3시에 시작될 것입니다.","pattern_identification","2","07_はずだ.md"
"はずだ","田中さんは忙しいはずです。","たなかさんはいそがしいはずです。","다나카씨는 바쁠 것입니다.","sentence_completion","2","07_はずだ.md"
"はずだ","田中さんは忙しいはずです。","たなかさんはいそがしいはずです。","다나카씨는 바쁠 것입니다.","meaning_comprehension","2","07_はずだ.md"
"はずだ","田中さんは忙しいはずです。","たなかさんはいそがしいはずです。","다나카씨는 바쁠 것입니다.","pattern_identification","2","07_はずだ.md"
"はずだ","この店は有名なはずです。","このみせはゆうめいなはずです。","이 가게는 유명할 것입니다.","sentence_completion","2","07_はずだ.md"
"はずだ","この店は有名なはずです。","このみせはゆうめいなはずです。","이 가게는 유명할 것입니다.","meaning_comprehension","2","07_はずだ.md"
"はずだ","この店は有名なはずです。","このみせはゆうめいなはずです。","이 가게는 유명할 것입니다.","pattern_identification","2","07_はずだ.md"
"はずだ","彼は学生のはずです。","かれはがくせいのはずです。","그는 학생일 것입니다.","sentence_completion","2","07_はずだ.md"
"はずだ","彼は学生のはずです。","かれはがくせいのはずです。","그는 학생일 것입니다.","meaning_comprehension","2","07_はずだ.md"
"はずだ","彼は学生のはずです。","かれはがくせいのはずです。","그는 학생일 것입니다.","pattern_identification","2","07_はずだ.md"
"ばかり","毎日ゲームばかりしています。","まいにちゲームばかりしています。","매일 게임만 하고 있습니다.","sentence_completion","2","08_ばかり.md"
"ばかり","毎日ゲームばかりしています。","まいにちゲームばかりしています。","매일 게임만 하고 있습니다.","meaning_comprehension","2","08_ばかり.md"
"ばかり","毎日ゲームばかりしています。","まいにちゲームばかりしています。","매일 게임만 하고 있습니다.","pattern_identification","2","08_ばかり.md"
"ばかり","お菓子ばかり食べないでください。","おかしばかりたべないでください。","과자만 먹지 마세요.","sentence_completion","2","08_ばかり.md"
"ばかり","お菓子ばかり食べないでください。","おかしばかりたべないでください。","과자만 먹지 마세요.","meaning_comprehension","2","08_ばかり.md"
"ばかり","お菓子ばかり食べないでください。","おかしばかりたべないでください。","과자만 먹지 마세요.","pattern_identification","2","08_ばかり.md"
"ばかり","最近忙しいことばかりです。","さいきんいそがしいことばかりです。","최근에 바쁜 일만 있습니다.","sentence_completion","2","08_ばかり.md"
"ばかり","最近忙しいことばかりです。","さいきんいそがしいことばかりです。","최근에 바쁜 일만 있습니다.","meaning_comprehension","2","08_ばかり.md"
"ばかり","最近忙しいことばかりです。","さいきんいそがしいことばかりです。","최근에 바쁜 일만 있습니다.","pattern_identification","2","08_ばかり.md"
"ばかり","彼は文句ばかり言います。","かれはもんくばかりいいます。","그는 불평만 합니다.","sentence_completion","2","08_ばかり.md"
"ばかり","彼は文句ばかり言います。","かれはもんくばかりいいます。","그는 불평만 합니다.","meaning_comprehension","2","08_ばかり.md"
"ばかり","彼は文句ばかり言います。","かれはもんくばかりいいます。","그는 불평만 합니다.","pattern_identification","2","08_ばかり.md"
"ばかり","子供は遊んでばかりいます。","こどもはあそんでばかりいます。","아이는 놀기만 합니다.","sentence_completion","2","08_ばかり.md"
"ばかり","子供は遊んでばかりいます。","こどもはあそんでばかりいます。","아이는 놀기만 합니다.","meaning_comprehension","2","08_ばかり.md"
"ばかり","子供は遊んでばかりいます。","こどもはあそんでばかりいます。","아이는 놀기만 합니다.","pattern_identification","2","08_ばかり.md"
"ばかり","雨の日ばかり続いています。","あめのひばかりつづいています。","비오는 날만 계속되고 있습니다.","sentence_completion","2","08_ばかり.md"
"ばかり","雨の日ばかり続いています。","あめのひばかりつづいています。","비오는 날만 계속되고 있습니다.","meaning_comprehension","2","08_ばかり.md"
"ばかり","雨の日ばかり続いています。","あめのひばかりつづいています。","비오는 날만 계속되고 있습니다.","pattern_identification","2","08_ばかり.md"
"ばかり","友達はテレビを見てばかりいます。","ともだちはテレビをみてばかりいます。","친구는 텔레비전만 보고 있습니다.","sentence_completion","2","08_ばかり.md"
"ばかり","友達はテレビを見てばかりいます。","ともだちはテレビをみてばかりいます。","친구는 텔레비전만 보고 있습니다.","meaning_comprehension","2","08_ばかり.md"
"ばかり","友達はテレビを見てばかりいます。","ともだちはテレビをみてばかりいます。","친구는 텔레비전만 보고 있습니다.","pattern_identification","2","08_ばかり.md"
"ばかり","甘いものばかり食べると体に悪いです。","あまいものばかりたべるとからだにわるいです。","단 것만 먹으면 몸에 나쁩니다.","sentence_completion","2","08_ばかり.md"
"ばかり","甘いものばかり食べると体に悪いです。","あまいものばかりたべるとからだにわるいです。","단 것만 먹으면 몸에 나쁩니다.","meaning_comprehension","2","08_ばかり.md"
"ばかり","甘いものばかり食べると体に悪いです。","あまいものばかりたべるとからだにわるいです。","단 것만 먹으면 몸에 나쁩니다.","pattern_identification","2","08_ばかり.md"
"ばかり","失敗ばかりしています。","しっぱいばかりしています。","실패만 하고 있습니다.","sentence_completion","2","08_ばかり.md"
"ばかり","失敗ばかりしています。","しっぱいばかりしています。","실패만 하고 있습니다.","meaning_comprehension","2","08_ばかり.md"
"ばかり","失敗ばかりしています。","しっぱいばかりしています。","실패만 하고 있습니다.","pattern_identification","2","08_ばかり.md"
"ばかり","働いてばかりいないで、たまには休んでください。","はたらいてばかりいないで、たまにはやすんでください。","일만 하지 말고, 가끔은 쉬세요.","sentence_completion","2","08_ばかり.md"
"ばかり","働いてばかりいないで、たまには休んでください。","はたらいてばかりいないで、たまにはやすんでください。","일만 하지 말고, 가끔은 쉬세요.","meaning_comprehension","2","08_ばかり.md"
"ばかり","働いてばかりいないで、たまには休んでください。","はたらいてばかりいないで、たまにはやすんでください。","일만 하지 말고, 가끔은 쉬세요.","pattern_identification","2","08_ばかり.md"
